filename,label
.\NatureConservancyCropped\train\ALB\img_05258_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05583_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05832_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_06382_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_05902_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_02487_1.jpg,BET
.\NatureConservancyCropped\train\DOL\img_02378_1.jpg,DOL
.\NatureConservancyCropped\train\ALB\img_07075_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_02358_3.jpg,BET
.\NatureConservancyCropped\test\ALB\img_06541_1.jpg,ALB
.\NatureConservancyCropped\test\OTHER\img_02842_1.jpg,OTHER
.\NatureConservancyCropped\test\OTHER\img_05196_2.jpg,OTHER
.\NatureConservancyCropped\train\OTHER\img_04988_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_00281_4.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04436_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_06571_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_07130_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_03250_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05501_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_00376_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_03315_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_05215_6.jpg,ALB
.\NatureConservancyCropped\train\BET\img_03287_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_03003_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_06593_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00687_2.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_07833_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04006_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06629_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01778_4.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04504_2.jpg,ALB
.\NatureConservancyCropped\test\BET\img_07352_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_06492_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03842_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_05244_1.jpg,BET
.\NatureConservancyCropped\test\BET\img_02808_2.jpg,BET
.\NatureConservancyCropped\test\BET\img_04425_3.jpg,BET
.\NatureConservancyCropped\test\ALB\img_03310_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_05293_2.jpg,BET
.\NatureConservancyCropped\test\BET\img_00982_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_03714_1.jpg,ALB
.\NatureConservancyCropped\train\DOL\img_04385_1.jpg,DOL
.\NatureConservancyCropped\train\YFT\img_03157_1.jpg,YFT
.\NatureConservancyCropped\train\BET\img_05262_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_02768_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_01646_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03119_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_06374_1.jpg,YFT
.\NatureConservancyCropped\train\SHARK\img_06006_1.jpg,SHARK
.\NatureConservancyCropped\test\BET\img_00598_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_02776_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_05341_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03092_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_06870_2.jpg,BET
.\NatureConservancyCropped\test\ALB\img_06909_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06347_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_06044_1.jpg,OTHER
.\NatureConservancyCropped\train\YFT\img_07588_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00596_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_04629_1.jpg,BET
.\NatureConservancyCropped\train\DOL\img_05934_1.jpg,DOL
.\NatureConservancyCropped\train\ALB\img_03047_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00653_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_03217_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_07914_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00156_1.jpg,ALB
.\NatureConservancyCropped\test\LAG\img_01831_1.jpg,LAG
.\NatureConservancyCropped\test\OTHER\img_02083_1.jpg,OTHER
.\NatureConservancyCropped\train\YFT\img_01625_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_03515_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04174_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_02808_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00820_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_07061_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_05313_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07200_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_02981_1.jpg,BET
.\NatureConservancyCropped\train\YFT\img_07761_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01478_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05193_2.jpg,ALB
.\NatureConservancyCropped\test\OTHER\img_05475_1.jpg,OTHER
.\NatureConservancyCropped\train\YFT\img_03604_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_07388_1.jpg,YFT
.\NatureConservancyCropped\test\OTHER\img_04757_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_01638_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06823_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_05009_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_00295_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06029_2.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_00691_1.jpg,OTHER
.\NatureConservancyCropped\test\YFT\img_05253_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01858_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_01842_2.jpg,YFT
.\NatureConservancyCropped\train\OTHER\img_00183_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_03401_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04026_2.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_05269_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03215_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00057_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00114_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_04876_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05313_5.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01756_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_07094_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_04666_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01948_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06758_1.jpg,ALB
.\NatureConservancyCropped\train\SHARK\img_05900_1.jpg,SHARK
.\NatureConservancyCropped\train\YFT\img_00253_1.jpg,YFT
.\NatureConservancyCropped\train\BET\img_01707_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_01601_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03373_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_01215_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_07291_2.jpg,ALB
.\NatureConservancyCropped\test\BET\img_00858_1.jpg,BET
.\NatureConservancyCropped\train\LAG\img_06713_1.jpg,LAG
.\NatureConservancyCropped\train\ALB\img_00899_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_03764_5.jpg,BET
.\NatureConservancyCropped\train\ALB\img_03125_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03304_2.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_06369_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04969_4.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_00698_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_03673_1.jpg,ALB
.\NatureConservancyCropped\test\OTHER\img_06800_2.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_06390_2.jpg,ALB
.\NatureConservancyCropped\test\YFT\img_06147_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_07662_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06527_1.jpg,ALB
.\NatureConservancyCropped\train\LAG\img_07919_1.jpg,LAG
.\NatureConservancyCropped\train\BET\img_05252_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_07098_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02120_1.jpg,ALB
.\NatureConservancyCropped\train\SHARK\img_05579_1.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_06882_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_06824_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_04861_2.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_05055_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_02498_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_03031_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07892_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05926_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_03501_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02945_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07797_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00508_2.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_04001_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07871_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_07908_1.jpg,BET
.\NatureConservancyCropped\test\YFT\img_03312_2.jpg,YFT
.\NatureConservancyCropped\test\BET\img_01684_2.jpg,BET
.\NatureConservancyCropped\train\OTHER\img_07139_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_07863_5.jpg,ALB
.\NatureConservancyCropped\train\BET\img_01194_7.jpg,BET
.\NatureConservancyCropped\train\ALB\img_01333_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01846_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_04371_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_07863_2.jpg,ALB
.\NatureConservancyCropped\train\BET\img_02139_3.jpg,BET
.\NatureConservancyCropped\train\ALB\img_03516_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00014_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_06797_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_00292_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06471_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05228_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04878_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_07775_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_06864_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04893_4.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05710_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_07519_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_07912_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_02666_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00975_2.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_07574_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05815_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01029_1.jpg,ALB
.\NatureConservancyCropped\test\SHARK\img_01198_1.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_07520_2.jpg,ALB
.\NatureConservancyCropped\train\BET\img_07620_1.jpg,BET
.\NatureConservancyCropped\train\YFT\img_02505_1.jpg,YFT
.\NatureConservancyCropped\test\BET\img_01179_1.jpg,BET
.\NatureConservancyCropped\test\BET\img_00857_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_07749_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_01633_1.jpg,BET
.\NatureConservancyCropped\test\YFT\img_00587_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_04164_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_01983_1.jpg,BET
.\NatureConservancyCropped\test\BET\img_04563_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_01909_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_07368_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_05383_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_02358_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_03616_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02719_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_04914_1.jpg,BET
.\NatureConservancyCropped\train\YFT\img_06228_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00496_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00754_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05889_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_03396_2.jpg,YFT
.\NatureConservancyCropped\train\OTHER\img_02011_1.jpg,OTHER
.\NatureConservancyCropped\train\BET\img_05065_1.jpg,BET
.\NatureConservancyCropped\test\ALB\img_04671_1.jpg,ALB
.\NatureConservancyCropped\train\DOL\img_05444_1.jpg,DOL
.\NatureConservancyCropped\train\ALB\img_00291_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02689_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00482_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00177_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_05658_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_05214_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04955_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_07891_1.jpg,YFT
.\NatureConservancyCropped\test\BET\img_07561_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_07617_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_02075_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_03625_3.jpg,ALB
.\NatureConservancyCropped\train\LAG\img_02415_1.jpg,LAG
.\NatureConservancyCropped\test\YFT\img_03587_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_02925_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_05895_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_06560_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07041_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03797_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06716_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_07579_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_01580_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_02121_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_02801_2.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_02602_1.jpg,ALB
.\NatureConservancyCropped\test\DOL\img_03446_1.jpg,DOL
.\NatureConservancyCropped\train\OTHER\img_04992_1.jpg,OTHER
.\NatureConservancyCropped\train\SHARK\img_06821_1.jpg,SHARK
.\NatureConservancyCropped\train\YFT\img_07853_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_06923_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_07086_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00208_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01011_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04708_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06286_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05093_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03479_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_02638_1.jpg,BET
.\NatureConservancyCropped\train\BET\img_07410_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_05382_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_04394_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_06090_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00783_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_06078_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00341_1.jpg,ALB
.\NatureConservancyCropped\train\SHARK\img_04245_2.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_07098_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03694_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03553_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_05736_1.jpg,BET
.\NatureConservancyCropped\test\BET\img_03260_1.jpg,BET
.\NatureConservancyCropped\test\BET\img_00865_3.jpg,BET
.\NatureConservancyCropped\train\BET\img_07007_3.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00570_2.jpg,ALB
.\NatureConservancyCropped\test\BET\img_06496_1.jpg,BET
.\NatureConservancyCropped\test\BET\img_06321_2.jpg,BET
.\NatureConservancyCropped\test\OTHER\img_05539_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_00824_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_04427_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07299_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01654_1.jpg,ALB
.\NatureConservancyCropped\train\LAG\img_07269_2.jpg,LAG
.\NatureConservancyCropped\train\ALB\img_01246_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_03718_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05597_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07554_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05680_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01025_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05100_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07657_4.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_03065_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01362_4.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_03199_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00372_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_05708_1.jpg,YFT
.\NatureConservancyCropped\test\ALB\img_00999_2.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_07231_4.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07444_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04330_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02032_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03709_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_01175_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_03990_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00221_2.jpg,YFT
.\NatureConservancyCropped\test\YFT\img_01495_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_01753_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07090_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_03181_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00997_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_07636_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02901_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03003_3.jpg,ALB
.\NatureConservancyCropped\test\BET\img_06916_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_06929_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07477_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_02837_1.jpg,BET
.\NatureConservancyCropped\test\BET\img_05489_2.jpg,BET
.\NatureConservancyCropped\train\BET\img_03347_1.jpg,BET
.\NatureConservancyCropped\train\OTHER\img_02511_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_06583_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_01548_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_06450_2.jpg,ALB
.\NatureConservancyCropped\train\BET\img_00225_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00728_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_01704_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_05453_2.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_05345_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_05215_4.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_03132_1.jpg,OTHER
.\NatureConservancyCropped\train\OTHER\img_05645_1.jpg,OTHER
.\NatureConservancyCropped\train\YFT\img_03590_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_03188_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07749_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00911_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_02699_1.jpg,BET
.\NatureConservancyCropped\test\ALB\img_04024_2.jpg,ALB
.\NatureConservancyCropped\train\DOL\img_04927_1.jpg,DOL
.\NatureConservancyCropped\train\YFT\img_06404_1.jpg,YFT
.\NatureConservancyCropped\train\LAG\img_05966_2.jpg,LAG
.\NatureConservancyCropped\train\ALB\img_04713_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05414_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_03341_2.jpg,ALB
.\NatureConservancyCropped\test\BET\img_04408_1.jpg,BET
.\NatureConservancyCropped\test\ALB\img_07590_1.jpg,ALB
.\NatureConservancyCropped\test\YFT\img_05722_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_07577_1.jpg,YFT
.\NatureConservancyCropped\train\SHARK\img_05532_1.jpg,SHARK
.\NatureConservancyCropped\train\ALB\img_05480_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05518_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_04255_1.jpg,YFT
.\NatureConservancyCropped\test\BET\img_02949_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_02386_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00233_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02816_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06918_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01105_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00300_1.jpg,ALB
.\NatureConservancyCropped\train\DOL\img_07265_3.jpg,DOL
.\NatureConservancyCropped\train\ALB\img_03153_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07739_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05170_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_03344_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_02656_2.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00633_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02635_2.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00677_1.jpg,YFT
.\NatureConservancyCropped\train\DOL\img_07643_1.jpg,DOL
.\NatureConservancyCropped\train\YFT\img_00896_1.jpg,YFT
.\NatureConservancyCropped\train\BET\img_01933_1.jpg,BET
.\NatureConservancyCropped\test\OTHER\img_01366_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_02856_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_04321_2.jpg,BET
.\NatureConservancyCropped\test\ALB\img_07103_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_01606_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_04821_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06293_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_05615_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02140_1.jpg,ALB
.\NatureConservancyCropped\test\OTHER\img_02890_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_01599_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04796_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01160_1.jpg,ALB
.\NatureConservancyCropped\train\DOL\img_05054_1.jpg,DOL
.\NatureConservancyCropped\test\YFT\img_07120_1.jpg,YFT
.\NatureConservancyCropped\train\OTHER\img_03395_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_04431_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_06570_1.jpg,ALB
.\NatureConservancyCropped\test\BET\img_06870_1.jpg,BET
.\NatureConservancyCropped\train\BET\img_00630_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00239_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_01031_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_05066_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_00032_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_00811_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03666_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05159_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_06226_1.jpg,YFT
.\NatureConservancyCropped\train\ALB\img_02352_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_01038_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_07076_1.jpg,ALB
.\NatureConservancyCropped\test\LAG\img_05015_1.jpg,LAG
.\NatureConservancyCropped\test\BET\img_01976_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_00790_2.jpg,ALB
.\NatureConservancyCropped\test\YFT\img_05766_2.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_00023_1.jpg,YFT
.\NatureConservancyCropped\train\YFT\img_02173_1.jpg,YFT
.\NatureConservancyCropped\test\OTHER\img_02135_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_07168_1.jpg,ALB
.\NatureConservancyCropped\train\YFT\img_00506_1.jpg,YFT
.\NatureConservancyCropped\train\SHARK\img_06013_1.jpg,SHARK
.\NatureConservancyCropped\test\BET\img_01963_1.jpg,BET
.\NatureConservancyCropped\train\OTHER\img_04565_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_03363_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05309_3.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05554_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05851_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_03951_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_02148_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_03636_2.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_02018_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05980_1.jpg,ALB
.\NatureConservancyCropped\train\OTHER\img_06878_1.jpg,OTHER
.\NatureConservancyCropped\train\ALB\img_03758_1.jpg,ALB
.\NatureConservancyCropped\train\BET\img_01912_1.jpg,BET
.\NatureConservancyCropped\train\ALB\img_02408_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_05803_1.jpg,ALB
.\NatureConservancyCropped\test\ALB\img_02416_1.jpg,ALB
.\NatureConservancyCropped\train\ALB\img_04054_1.jpg,ALB
